Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-06-01 18:04:41.877904,4542.09090864,0,4212.90909049,0,3922.36363597,0,4130.99999959,0,4444.21212077,0,4616.27272681,0,4227.33333291,0,4498.30302985,0,5070.63636313,0,4531.27272682,0,4427.21212077,0,4225.27272685,0,4837.7878783,0,4625.03030257,0,42.0,42.0,?
2017-06-01 18:04:41.878017,4536.93939349,0,4211.87878746,0,3912.57575718,0,3839.42424204,0,4218.06060564,0,4394.2424238,0,4147.48484807,0,4293.27272684,0,4930.51515102,0,3992.42424203,0,4426.69696925,0,4177.36363595,0,4841.39393891,0,4385.99999956,0,42.0,42.0,?
2017-06-01 18:04:41.880578,4544.66666621,0,4214.45454503,0,3917.21212082,0,3834.27272689,0,4218.06060564,0,4390.6363632,0,4146.45454504,0,4289.66666624,0,4936.18181769,0,3995.51515112,0,4429.78787834,0,4178.90909049,0,4840.36363588,0,4386.51515108,0,42.0,42.0,?
2017-06-01 18:04:41.883599,4538.99999955,0,4216.51515109,0,3915.66666628,0,3836.84848446,0,4219.09090867,0,4394.2424238,0,4139.75757534,0,4292.75757533,0,4937.72727223,0,3991.39393899,0,4426.69696925,0,4180.45454504,0,4836.24242376,0,4380.3333329,0,42.0,42.0,?
2017-06-01 18:04:41.886616,4545.18181773,0,4219.09090867,0,3917.72727234,0,3830.15151477,0,4212.39393897,0,4390.12121168,0,4140.78787837,0,4285.54545412,0,4924.84848436,0,3985.72727233,0,4427.72727228,0,4179.93939352,0,4839.84848436,0,4373.6363632,0,42.0,42.0,?
2017-06-01 18:04:41.889606,4545.18181773,0,4219.09090867,0,3917.72727234,0,3830.15151477,0,4212.39393897,0,4390.12121168,0,4140.78787837,0,4285.54545412,0,4924.84848436,0,3985.72727233,0,4427.72727228,0,4179.93939352,0,4839.84848436,0,4373.6363632,0,42.0,42.0,?
2017-06-01 18:04:41.894499,4533.33333288,0,4211.36363594,0,3915.66666628,0,3834.27272689,0,4213.93939352,0,4391.66666623,0,4147.48484807,0,4286.57575715,0,4916.60606011,0,3985.21212081,0,4426.69696925,0,4178.90909049,0,4839.84848436,0,4378.27272683,0,42.0,42.0,?
2017-06-01 18:04:41.900979,4542.60606015,0,4213.93939352,0,3916.69696931,0,3841.99999962,0,4220.1212117,0,4400.42424198,0,4152.63636322,0,4297.90909048,0,4922.27272678,0,3986.24242384,0,4428.2424238,0,4177.36363595,0,4842.42424194,0,4378.27272683,0,42.0,42.0,?
2017-06-01 18:04:41.904024,4544.66666621,0,4215.48484806,0,3914.12121173,0,3847.15151477,0,4220.63636321,0,4398.87878744,0,4152.12121171,0,4297.90909048,0,4933.60606011,0,3987.78787839,0,4424.12121168,0,4176.84848443,0,4840.36363588,0,4375.69696926,0,42.0,42.0,?
2017-06-01 18:04:41.908116,4532.30302985,0,4212.90909049,0,3912.06060567,0,3847.66666628,0,4213.424242,0,4389.09090865,0,4148.5151511,0,4290.18181775,0,4928.45454496,0,3981.60606021,0,4427.21212077,0,4178.90909049,0,4840.36363588,0,4374.15151471,0,42.0,42.0,?
2017-06-01 18:04:41.912579,4542.09090864,0,4217.54545412,0,3916.18181779,0,3833.75757537,0,4209.30302988,0,4390.12121168,0,4144.90909049,0,4282.96969654,0,4918.66666617,0,3973.36363597,0,4431.33333289,0,4180.45454504,0,4840.36363588,0,4370.54545411,0,42.0,42.0,?
2017-06-01 18:04:41.915441,4536.42424197,0,4215.48484806,0,3913.60606021,0,3816.24242386,0,4218.06060564,0,4395.27272683,0,4140.78787837,0,4276.27272685,0,4917.63636314,0,3982.12121172,0,4429.78787834,0,4179.93939352,0,4840.36363588,0,4372.09090865,0,42.0,42.0,?
2017-06-01 18:04:41.918462,4538.48484803,0,4215.48484806,0,3915.15151476,0,3819.33333295,0,4218.57575715,0,4393.21212077,0,4134.09090868,0,4268.54545412,0,4903.21212072,0,3978.51515112,0,4426.69696925,0,4177.36363595,0,4843.96969649,0,4364.36363593,0,42.0,42.0,?
2017-06-01 18:04:41.921403,4540.54545409,0,4212.39393897,0,3914.63636324,0,3840.96969659,0,4211.87878746,0,4389.60606017,0,4126.87878747,0,4272.15151472,0,4895.484848,0,3963.57575718,0,4425.15151471,0,4176.84848443,0,4840.87878739,0,4355.09090866,0,42.0,42.0,?
2017-06-01 18:04:41.924387,4532.81818136,0,4210.33333291,0,3912.57575718,0,3849.72727234,0,4209.30302988,0,4391.15151471,0,4130.99999959,0,4285.54545412,0,4913.51515102,0,3972.84848445,0,4430.81818138,0,4180.96969655,0,4839.84848436,0,4361.27272684,0,42.0,42.0,?
2017-06-01 18:04:41.929242,4544.66666621,0,4215.99999958,0,3919.27272688,0,3835.30302992,0,4207.75757534,0,4394.75757532,0,4140.78787837,0,4287.60606018,0,4924.33333284,0,3990.87878748,0,4429.27272683,0,4180.96969655,0,4841.39393891,0,4368.99999956,0,42.0,42.0,?
2017-06-01 18:04:41.937420,4541.06060561,0,4213.424242,0,3915.66666628,0,3827.06060568,0,4214.45454503,0,4393.72727229,0,4150.06060565,0,4290.18181775,0,4930.51515102,0,3999.63636324,0,4425.66666622,0,4178.39393898,0,4840.36363588,0,4372.60606017,0,42.0,42.0,?
2017-06-01 18:04:41.943667,4542.09090864,0,4216.51515109,0,3914.63636324,0,3829.12121174,0,4219.60606018,0,4392.18181774,0,4154.69696928,0,4291.21212078,0,4937.72727223,0,3999.63636324,0,4428.2424238,0,4179.42424201,0,4842.42424194,0,4370.03030259,0,42.0,42.0,?
2017-06-01 18:04:41.951452,4542.09090864,0,4216.51515109,0,3916.69696931,0,3824.99999962,0,4219.09090867,0,4393.21212077,0,4152.12121171,0,4288.12121169,0,4929.48484799,0,3998.60606021,0,4428.2424238,0,4179.42424201,0,4840.36363588,0,4365.39393896,0,42.0,42.0,?
2017-06-01 18:04:41.959976,4530.24242379,0,4210.84848443,0,3913.60606021,0,3821.39393901,0,4221.15151473,0,4394.2424238,0,4150.06060565,0,4291.7272723,0,4920.21212072,0,4002.21212081,0,4430.30302986,0,4178.39393898,0,4840.36363588,0,4370.03030259,0,42.0,42.0,?
2017-06-01 18:04:41.967529,4543.12121167,0,4217.54545412,0,3915.15151476,0,3828.09090871,0,4220.63636321,0,4395.78787835,0,4149.03030262,0,4285.0303026,0,4919.6969692,0,3999.12121172,0,4428.2424238,0,4176.84848443,0,4842.93939346,0,4374.66666623,0,42.0,42.0,?
2017-06-01 18:04:41.981671,4538.48484803,0,4215.99999958,0,3914.63636324,0,3848.69696931,0,4222.69696927,0,4393.21212077,0,4143.36363595,0,4274.7272723,0,4923.30302981,0,3993.96969657,0,4429.27272683,0,4176.84848443,0,4839.84848436,0,4373.12121168,0,42.0,42.0,?
