F7 Value,T7 Value,P7 Value,O1 Value,O2 Value,P8 Value,T8 Value,F8 Value,class
3919.787878,3854.878787,4286.060606,4509.636363,4203.121212,4337.060606,4978.424242,4194.878787,-1
3916.696969,3862.60606,4292.242424,4511.181818,4213.939394,4343.242424,4983.060606,4203.636363,-1
3915.666666,3864.151515,4297.90909,4509.121212,4209.818181,4337.060606,4979.969696,4202.60606,-1
3916.181818,3860.545454,4295.848484,4511.181818,4199,4331.393939,4971.212121,4193.333333,-1
3915.151515,3855.393939,4289.151515,4510.151515,4205.696969,4335,4972.242424,4195.393939,-1
3915.151515,3849.727272,4283.484848,4506.030303,4210.333333,4335.515151,4982.030303,4200.545454,-1
3917.212121,3849.727272,4284,4506.545454,4195.393939,4330.363636,4984.60606,4192.818181,-1
3917.727272,3851.272727,4283.484848,4505,4188.181818,4330.878787,4971.727272,4185.60606,-1
3913.60606,3848.181818,4277.818181,4502.939393,4192.30303,4330.363636,4955.757575,4186.636363,-1
3911.030303,3845.60606,4276.787878,4504.484848,4189.727272,4323.666666,4963.484848,4190.757575,-1
3914.121212,3852.30303,4280.393939,4500.878787,4188.696969,4323.151515,4981,4190.757575,-1
3916.696969,3861.575757,4283.484848,4502.939393,4196.939394,4330.878787,4973.272727,4193.333333,-1
3917.212121,3858.484848,4282.969697,4508.090909,4203.636363,4335,4960.90909,4194.878787,-1
3917.727272,3848.696969,4280.90909,4502.424242,4196.939394,4326.757575,4966.575757,4185.60606,-1
3916.181818,3850.757575,4281.939394,4500.363636,4191.272727,4321.60606,4967.60606,4185.090909,-1
3917.727272,3855.909091,4283.484848,4508.60606,4197.454545,4325.727272,4963.484848,4191.787878,-1
3920.30303,3850.242424,4284,4509.636363,4206.212121,4328.30303,4972.242424,4188.696969,-1
3916.696969,3854.878787,4287.090909,4503.969697,4208.272727,4332.424242,4980.484848,4189.727272,-1
3914.121212,3864.666666,4289.151515,4506.545454,4204.151515,4339.636363,4973.272727,4201.060606,-1
3917.727272,3859.515151,4287.60606,4506.545454,4202.090909,4337.060606,4965.030303,4195.90909,-1
3916.696969,3853.333333,4282.969697,4502.424242,4203.121212,4331.393939,4970.181818,4186.636363,-1
3910.515151,3857.969697,4282.969697,4503.969697,4205.696969,4335,4978.939393,4196.939394,-1
3912.575757,3864.151515,4288.121212,4506.030303,4208.272727,4340.666666,4979.969696,4205.696969,-1
3917.727272,3862.090909,4288.636363,4506.030303,4208.787878,4336.030303,4975.333333,4198.484848,-1
3917.212121,3857.454545,4285.545454,4506.030303,4208.787878,4328.30303,4969.151515,4192.30303,-1
3918.757575,3855.909091,4284.515151,4509.121212,4205.696969,4327.272727,4965.545454,4192.30303,-1
3919.787878,3855.909091,4285.545454,4510.151515,4200.030303,4328.30303,4966.575757,4187.151515,-1
3916.181818,3851.787878,4285.545454,4506.030303,4192.818181,4324.181818,4964.515151,4182,-1
