Time,3 Theta,3 Alpha,3 Low_beta,3 High_beta,3 Gamma,4 Theta,4 Alpha,4 Low_beta,4 High_beta,4 Gamma,5 Theta,5 Alpha,5 Low_beta,5 High_beta,5 Gamma,6 Theta,6 Alpha,6 Low_beta,6 High_beta,6 Gamma,7 Theta,7 Alpha,7 Low_beta,7 High_beta,7 Gamma,8 Theta,8 Alpha,8 Low_beta,8 High_beta,8 Gamma,9 Theta,9 Alpha,9 Low_beta,9 High_beta,9 Gamma,10 Theta,10 Alpha,10 Low_beta,10 High_beta,10 Gamma,11 Theta,11 Alpha,11 Low_beta,11 High_beta,11 Gamma,12 Theta,12 Alpha,12 Low_beta,12 High_beta,12 Gamma,13 Theta,13 Alpha,13 Low_beta,13 High_beta,13 Gamma,14 Theta,14 Alpha,14 Low_beta,14 High_beta,14 Gamma,15 Theta,15 Alpha,15 Low_beta,15 High_beta,15 Gamma,16 Theta,16 Alpha,16 Low_beta,16 High_beta,16 Gamma,Label
2.5336029529571533,97.34378307299609,43.57250975056206,17.74602635992914,9.879141866912978,4.274000027128786,73.20806330616324,33.92741073296763,12.667022925444025,7.616615401073126,3.3149629791349793,100.15471842612594,34.979473038551504,17.926966883724077,8.985834254701494,3.752304796344511,86.59690018433295,30.332871932938435,15.42501654428602,7.8094184569655845,3.2446413895225037,71.71991726887363,26.26980252174146,14.785007114436938,6.76309611894313,4.095492103391927,87.96998216229977,34.45297226050038,16.492915149708434,8.676775649561067,4.012889466845271,123.15481781615739,44.079953691409926,36.4831272177342,12.932066279243651,4.841857477548606,87.6434710619921,35.35024040791779,19.090064550456955,8.974098270918857,3.6978377479965827,91.07365430827065,35.86885028514343,17.46765307248543,9.768421644159952,4.982569295023692,120.54015334213838,49.87177634587007,28.061947785681266,14.16985593743038,7.004664303617489,85.29598049123621,30.123544139523062,15.197072256531714,7.717513827546604,3.214911466768039,113.9398060651598,40.04611544484138,20.42623078995867,10.276722800727839,4.263638842782886,84.58018817220643,40.10907748321331,17.940652909845255,8.490663242690106,4.036348859237785,95.10477798586768,33.23643849908189,16.989951152105554,8.64610196897459,3.5723448259296293,null
3.0460240840911865,1.9652332860891317,10.198163527977668,4.819952940054012,1.7768100421158697,0.33108606505667726,1.9194186279217957,8.417456979779892,1.3354050879486483,1.0414987250911483,0.3013615469311904,0.027809778960590083,0.02185420751548074,0.021758132590705,0.0119142630001096,0.014627057286193516,0.020605968437502536,0.017385577403263405,0.012309864178658377,0.007778050886397588,0.015545752062701866,1.0523398633611754,2.5390868932434474,2.85558004205599,0.7021183828724806,1.4829775433325474,1.1073394958332239,4.887568954590874,0.8949856923317745,1.0607221391705985,0.6054370435256625,44.744797720744806,6.371000239411135,22.522190165636484,5.026086678455553,0.9176700184333848,1.6594879280492245,10.830788406871378,4.650112264940883,0.9028085759006261,0.278698929664656,0.6878839972497964,9.01505942002755,3.9175893218254783,1.1083143981746708,0.866627349661425,0.9661414209184875,17.900751176377543,9.159790592579377,4.431342986478239,2.8051444250458966,0.018333628710890046,0.11231731785965289,0.06645566802925013,0.01996540573236369,0.028994735070168583,0.019900006346366354,0.010572634236390797,0.009432441631627089,0.01565175555663398,0.01598934900737499,0.7926557124522458,16.405211224054078,6.888681265642915,1.381317532322337,0.777064822044473,0.01799974809425871,0.01754405193873316,0.030842385553237255,0.023732210104714647,0.02801777892806116,null
3.555406093597412,3.182332391842812,11.763689742310687,3.736484085069776,1.531377036565982,0.2370859422574169,3.8378022700826944,9.548854445346498,1.189864252564903,0.6747702213783321,0.23430507969924164,0.035478864993213254,0.01991350990862243,0.013272593003015972,0.011215074716435333,0.018514140512064934,0.03681983553467502,0.029570608108649674,0.015069760423481217,0.009034514119378648,0.022597944856311288,1.696104914947922,5.294526995810847,1.54526344408485,1.0314346221380817,1.9390177654473213,0.42408123331347114,3.8058993749836114,0.637846930378706,0.8304521967071402,0.47394030856495023,52.761822442350955,6.97904376673153,22.298237727924576,4.487806386265345,0.9729775873634036,0.9458110586723573,12.61290402231281,4.756592244406378,0.7932713446469709,0.18441354874891705,0.48592431128229996,9.744215952691354,2.5508314815824535,0.6190114362881066,0.4813006404533708,2.1091532711049736,15.827551321233308,7.617713755745232,5.190399491233811,3.230899282293157,0.020335522078273896,0.07047293688197524,0.017423043768067636,0.0174481027792714,0.025425913111741805,0.015389949573444762,0.022592667845138706,0.01864244196826296,0.014411846007156743,0.016078695006661616,2.386706070558294,12.196881313315808,5.317182450532069,1.2460361096651986,1.000203324110902,0.013775644843841093,0.01291296274373471,0.03217097898658961,0.01954007164432064,0.022754065655324958,null
4.062051057815552,3.0981826583213934,6.8977421153416,2.1661829389007403,0.7886049024604751,0.38773814580749183,3.4302259462892857,6.218871717443891,0.8816888497221801,0.4253784089976376,0.22842720438142308,0.022239279016089904,0.014290579446163933,0.008021922449230494,0.016152853781739026,0.023519776822947387,0.024447569788714252,0.018667637797613004,0.012879101801253741,0.018222962417465044,0.021784690005021843,0.7815312910708769,3.547434864242198,1.0112517707466882,1.8855783729417805,2.329493211607203,0.2257443825357434,3.140825601586169,0.6321373143545568,0.6585074036287214,0.39837587461074037,40.94165029298165,6.346817181180641,18.69629128376622,4.321147299086816,1.2411113766615378,1.3891165295480017,15.686131522473037,7.47872374904295,0.8829710794044143,0.1734745076906775,0.7206822085292147,7.6353384604559835,2.61076088596382,0.570154894965016,0.32928388809774745,2.4804799922882546,6.8404864109478405,6.532507345867418,4.43093270567958,3.2264554321641783,0.03548320998003033,0.04264876068643072,0.011322812733923287,0.023158730491820413,0.0205569584668178,0.014010238688782324,0.02157976006472677,0.02153905721668549,0.01400179628540451,0.018892933865352814,4.442854371691979,4.121151039777222,4.804828059098863,1.1482363373051507,0.7410775608359779,0.02391633350740191,0.0374320091514585,0.020744236542954132,0.02225138604040928,0.021957724616679067,null
4.572974920272827,0.9750528846670518,6.584040086608709,2.1325631893921533,1.0904263202566054,0.5497183519243082,0.7382214145971417,6.146745142499132,1.7709730804057158,0.6429247924663215,0.30026798456622766,0.03876502897122916,0.012980046278172262,0.00964615807723184,0.014322825471709637,0.027764405767145756,0.014582311143460548,0.01996843623361996,0.025580670659614457,0.01995217934769293,0.019372691276896156,0.4408638425761866,3.423284047763539,2.178433422408115,2.7939939109578127,1.694271990776266,0.26156112242419904,3.085359835509489,1.1775029543923883,0.7391985698571516,0.5838772376973057,31.515557527606234,7.840670865709111,15.791349039210651,3.9685712946413907,1.3695271018466015,1.9954707744102431,26.71776769795928,17.95912484549928,1.0272218521152243,0.28216811503369843,0.5403779351713115,5.804496202415543,3.9244109647924237,0.6559157336753437,0.44736661537249073,1.016466944592289,4.059871016255282,3.36525028810766,3.1656419152268556,2.1169386932300043,0.03542387316149212,0.04692301283352117,0.033880395624243824,0.029399002870570283,0.030357910994033056,0.03142371696881408,0.022204767528823804,0.013495404404380093,0.016180351759359588,0.021054583926194505,2.3093201873066476,3.865476554888349,3.63409252668237,1.5605940056947238,0.7412722919715642,0.05273699003731817,0.0390214784262962,0.024055186270276592,0.032513560999285436,0.022760560049338827,null
5.0806169509887695,1.6020168446000231,7.266580240865135,2.1225134276733595,0.9122092983265603,0.3799420671962687,1.5787000140377998,5.325072002284929,2.4378016346296336,0.6493722778302816,0.28750662059783166,0.05098735604398552,0.01773572758512088,0.024755970082993562,0.020149362941625032,0.03156367009615794,0.04255312678729203,0.03417476658686438,0.045607916039850954,0.021861025437947018,0.018616839020539018,1.1961204394388507,3.56502545739302,4.486770897352897,2.7753548899843437,1.6575866335216196,0.49636345445157104,1.516134217386258,0.8879476135452209,0.8150474978681174,0.68037904764767,32.785069763837825,8.05157943710742,17.58820275920656,4.333732490139589,1.4098321270997518,1.3699589614731251,21.009073008433816,15.831944706201265,1.1270444770771948,0.4349463360730896,0.7881858342343215,4.032649841202572,2.453236028245969,0.6232805686149143,0.8103287761151059,1.7289421650233647,4.289810279182719,2.565007425056133,5.4740227955489065,2.240552115813856,0.027387674861050038,0.05328646639562024,0.030281948106969055,0.021442023984749557,0.02906095821989074,0.03652667325005424,0.029715854951869507,0.013557254217575941,0.014259590235591257,0.023245643425793147,2.332439869091111,7.388854083263898,2.477825711553884,1.240546998629421,0.8768628457834434,0.034454558374323915,0.01741089005995649,0.03164449076774444,0.027005854630945146,0.023323889743974677,null
5.58735990524292,2.2391718877523847,7.735092184660761,2.3456826804170583,0.5955588057850995,0.36352777005645415,2.623750619160764,5.416207785756826,1.7756267997763682,0.4638867632560409,0.31909351854442636,0.025212961922636896,0.0276229194441117,0.028107826408354377,0.02282656608700497,0.02710159575368629,0.04680185758418844,0.024200814819886052,0.023252240236718603,0.019795669585586987,0.018211746302512006,1.2381883152731479,2.6417343468598693,2.3417640277931175,1.7310677536182983,1.39421091494661,0.7214967562139688,3.038731394776792,0.6987526433924821,0.9869310879099936,0.5710806355512255,37.50602274280299,7.7232349858319305,17.44770901753643,3.8927023251031616,1.4452634399433706,1.1507304808247658,16.796619349737355,3.199459441545339,0.8666826976653708,0.4188951647206298,0.8863307303929818,4.287472377074002,1.5737624466013396,0.7252286648318463,0.6181647369468809,1.9033439298709136,6.496156462551529,2.9168244317778846,9.052983112278083,2.9938784473441373,0.026285584817027235,0.09098972534038532,0.025142124398832993,0.026354926672377862,0.028850724291921506,0.023499702880128214,0.022113279229694263,0.018499460636014438,0.017140590697677576,0.02123222071153192,2.8459117041392727,9.687780374916736,1.7287629042047248,1.4728081312897618,0.6604746169477249,0.018364265245140676,0.02635861204143262,0.028924877502863974,0.017739196238002946,0.020691066833559986,null
6.09480094909668,2.7787500742597655,10.240415268027355,5.285361037968377,0.6450828424250252,0.3729119409440699,3.9866475757648763,8.067068324156573,2.3008851216526,0.5176367620361935,0.4607259423834413,0.05279535553961219,0.017328087645370725,0.019298492824424918,0.02682294063819516,0.02211497305700257,0.023010637084502378,0.010798782189772985,0.005053046805711198,0.011532753949921282,0.014908686861903105,0.8733813070845176,3.7847590185626965,1.8019011359670651,1.836333813557214,1.4591915617757831,0.7293332953444411,4.037124150956677,0.6822713619657744,0.6423880341056336,0.4167334986411373,40.870744948018825,7.527513728503887,15.13751648661292,3.504529799796397,1.4708487423954302,1.3732754834614451,12.442877423967778,2.8994972700072568,0.9287063478684692,0.3102777782182388,0.9397023523024198,4.510735504219623,2.5765517562574995,0.9388593253242629,0.41924234401736793,1.6801938449870686,12.355199647606149,4.568138110402018,12.515026214965362,3.9039137804055635,0.03299397844490145,0.15456330470372104,0.08521287834133297,0.04228855224263465,0.036789383346316984,0.0584383831275686,0.023148295968769633,0.019084140186530936,0.021803080100645234,0.027179340727073596,3.1123178699162732,10.802304365753947,3.660474685001152,1.6814169480199301,0.4473025571266054,0.027230989518183674,0.021253940802118794,0.0216463900011397,0.015107830031466776,0.024053396213809478,null
6.598541021347046,2.1286618613509334,15.541378435889422,3.640163136078109,0.7558464833563733,0.37532523215787184,1.4908363377546,11.124770534480124,1.8836740382224504,0.505447485603511,0.45171248496139044,0.03504266870704767,0.01770415336514589,0.02357675766957236,0.01902805293958595,0.024514690907816532,0.0062824808205079715,0.008873146538566324,0.007752467895209495,0.00931240644799166,0.015240554821286868,0.6226890931957073,3.536297720202865,1.9559306787767876,1.9864772193198377,1.5666467827750121,0.6276205212240129,7.0288258842662765,0.4636641322161532,0.3772064384610791,0.23359277694448075,32.59068475124692,11.997736733151598,15.369045678970982,3.350110436906177,1.406212517844291,2.7580521944660976,26.62046024010235,4.462398732717546,0.8138786606412711,0.35165634569760895,1.047655839672749,9.482095098160727,2.9432185031234273,0.821242551244924,0.39968172912653455,1.273435156671981,16.60505517670207,7.064085703156074,7.628950535814808,4.930307744486105,0.03045461616578425,0.1405922962314209,0.09663660538736013,0.03712047275780731,0.03877455133514544,0.025112282760540765,0.029636954433803122,0.01417027503175926,0.02327341801405949,0.025997400073522196,1.2456552123712463,14.126853713353867,4.326844414105505,1.1916436197689668,0.3297135972299761,0.02059064117547422,0.023520868877870374,0.025263710858349997,0.02102709194636913,0.0267347135786302,null
7.106832981109619,3.3925590939137926,33.975930936379434,2.5388186113468003,0.9764918266960995,0.5230010925076448,2.859547462051558,26.847916202677084,1.4979281074958801,0.7148792942183819,0.4733099004183773,0.024837714738959637,0.03665699271111122,0.017313156332986464,0.012936456292774767,0.018210524662495564,0.011564288643684998,0.0069051133543426724,0.011413693681013437,0.011520845435043676,0.01598062230458469,0.5611124685418771,7.454895526815234,1.8929526675558794,1.8599396545374471,1.6087894766949868,1.0163248420380862,10.16807958358678,0.4960784603301994,0.5282391031403222,0.24160878525257437,25.94171599621415,16.844001595815612,17.722827966878302,3.6075125232272014,1.393329469208898,3.2053509230160926,36.64476217067257,3.39868412184847,0.5089890758228717,0.30515635574100225,0.8449199799355862,16.02177352490248,2.32554729283145,0.5449775053030474,0.5020663526585517,1.0232384218585275,19.12353637370808,6.622021836079343,3.044738137951166,4.586379854128448,0.027039765427010767,0.13928523499041306,0.048071308169758825,0.022519247169545373,0.022754597530633535,0.013548672150591122,0.03580588450707952,0.01814842838910204,0.021389314088416014,0.032488162704524544,1.3564032101229713,33.75450349058455,4.601032999649642,0.6523277753933909,0.3807811710957234,0.039783341713920554,0.04408053372203444,0.014531342596143368,0.026455925023453643,0.03401689545500031,null
